transcript,index,de,dgs,mouth
1205951,3,"Findet es draußen statt oder in einem Haus, gehe ich ins Kino, in die Disco und so weiter.","['||$LIST1:1of1d', '||DRAUSSEN1*', '||GEHEN1A^*', '||ODER5*', '||$LIST1:2of2d', 'HAUS1B*', '||ODER5*', '||$LIST1:3of3d', '||KINO2B', '||ODER5', '||WAS1B^', '||$GEST-KEINE-AHNUNG1^*', 'DISCO1', 'EGAL3', '||FERTIG1B']","['draußen', 'oder', 'im haus', 'oder', 'kino', 'oder', '[MG]', 'disco', 'egal']"
1205951,4,Das gehe ich noch mal durch.,"['||$INDEX1', '$GEST-ÜBERLEGEN3^*', '||FERTIG1A*']",[]
1205951,5,Ist es ein normales Treffen oder ein besonderes Fest oder ein Geburtstag oder so?,"['||$INDEX1', '$GEST^*', 'NORMAL1', '||TREFFEN1', 'ODER5', '$GEST-OFF^', 'BESONDERS1A*', 'FEST-FEIER3A', '||ODER5*', 'GEBURTSTAG7', 'IRGENDWAS1']","['normal', 'oder', 'besonders', 'fest', 'oder', 'geburts{tag}', 'oder irgendwas']"
1205951,6,"Dann überlege ich, welche Kleidung dazu am besten passen könnte.","['FERTIG1B', '||ICH1*', '||ÜBERLEGEN1*', '||VERKNÜPFEN1B', '||WAS1B', '||ANZIEHEN-OBERKÖRPER1C', '||WAS1B*']","['was', 'was']"
1205951,7,"Ich denke nach, welche Sachen ich wohl anziehen könnte.","['||VIELLEICHT1*', '||ANZIEHEN-OBERKÖRPER1C', '||ICH2', '||WAS1B*', '||ICH2', '||ÜBERLEGEN1']","['vielleicht', 'was', 'überleg']"
1205951,8,"Da überlege ich schon, welche Kleidung in meinem Schrank schön wäre.","['||SCHON1A*', '||ÜBERLEGEN1', '||WAS1B*', 'KLEIDUNG5B*', '$PROD*', '$GEST-ÜBERLEGEN2^||$INDEX1']","['schon', 'was', 'kleidung', '[MG]']"
1205951,9,"Dabei stelle ich mir vor, welche Sachen man gut miteinander kombinieren kann und welche eher nicht.","['||$INDEX1', '$GEST-ÜBERLEGEN2^||$INDEX1', 'VERKNÜPFEN1B', '||VERKNÜPFEN1B*', 'ANDERS6', 'GUT1', 'VERKNÜPFEN1B*', '$PROD*', 'STIMMT2*', 'FERTIG1B']","['[MG]', '[MG]', 'anders', 'stimm stimm']"
1205951,10,"Anschließend gehe ich duschen, Haare waschen und föhnen.","['||HIN1', 'DUSCHEN1*', 'WASCHEN-HAAR2*', 'FÖN1*', 'GUT1*', '$GEST^*', 'GUT1*', '||$GEST-OFF^']","['[MG]', 'waschen', 'fön', '[MG]']"
1205951,11,"Wenn etwas Besonderes ansteht, schminke ich mich.","['||BESONDERS1A*', '||ICH1', 'SCHMINKEN3']","['beso{nders}', 'schminken']"
1205951,12,Zuerst lege ich Make-up auf.,"['||ZUERST1A', '||ICH1', 'SCHMINKEN2^*']","['zu{erst}', 'make-up']"
1205951,13,"Dann kommen Lidschatten, Lidstrich und Wimperntusche.","['||DANN1A', '||AUGENLID1*', '||FARBE1A*', 'DANN1A*', 'WIMPERNTUSCHE1*', '$PROD*', '$INDEX1*', 'WIMPERNTUSCHE1*']","['dann', 'farbe', 'dann']"
1205951,14,Und dann kommt der Lippenstift.,"['DANN1A*', '||LIPPENSTIFT1', '||FERTIG1A*']","['dann', 'lippenstift']"
1205951,15,"Wenn ich damit fertig bin, gehe ich mich anziehen.","['HIN2*', '||ANZIEHEN-OBERKÖRPER1C*']",['anzieh']
1205951,16,Einen Rock oder/,"['$GEST-OFF^', 'ROCK1*', '||KLEIDUNG2*']",['[MG]']
1205951,17,Ich hole alle Sachen aus dem Schrank.,"['SCHRANK4*', 'AUSSUCHEN1*', 'KLEIDUNG2*', 'STRUMPF1*']",['schrank']
1205951,18,"Da muss ich erstmal nachsehen, ob die Strumpfhosen ein Loch haben.","['WICHTIG1', 'STRUMPF1', 'KEIN6*', 'LOCH1A', '$PROD*', '$PROD*']","['wichtig', 'strumpfhose', 'kein', 'loch']"
1205951,19,"Wenn das so ist, kommen sie in den Müll.","['LOCH3*', '||MÜLL3*']","['loch', 'müll']"
1205951,20,Dann ziehe ich eine neue Strumpfhose an.,"['NEU1A', 'ANZIEHEN-UNTERKÖRPER2', '||FERTIG1A*']",['neu']
1205951,21,"Anschließend kommt der Schmuck, Halskette, Armband und so weiter.","['||DANN1A', '$GEST^', '||HALSKETTE1', '||$PROD*', '$PROD*', '||FERTIG1A']",['halsschmuck']
1205951,22,Dann gehe ich hinunter.,"['||OBEN1', '||GEHEN2A*', '||$INDEX1']",['treppe']
1205951,23,Da lege ich Parfum auf.,"['||DANN1A', '||PARFÜM2*']",['parfüm']
1205951,24,"Am Tag benutze ich ein anderes Parfum als abends, da nehme ich ein intensiveres.","['$GEST-OFF^', '||KOMMT-DARAUF-AN1', 'TAG1B', '||ANDERS2', '||PARFÜM2', '||$INDEX1', 'ABEND1', 'STARK2A*', 'PARFÜM2*', 'ICH2', 'WAHL2B', 'PARFÜM2*']","['kommt dran', 'tag', 'ander', 'parfüm', 'a{bend}', 'stark', 'parfüm']"
1205951,25,Ich tupfe ein bisschen davon an meinen Hals und auf die Handgelenke.,"['MEISTENS1A*', '$INDEX1*', '||$INDEX1*', '||FERTIG3A*']",['meistens']
1205951,26,Gut.,['STIMMT2*'],['stimm']
1205951,27,"Manchmal frage ich noch meinen Partner, ob er alles gut findet.","['MANCHMAL3', 'FRAGE1', 'LEBENSPARTNER1', 'GUT1*']","['manchmal', 'fra{ge}', '[MG]']"
1205951,28,Sehe ich übertrieben aus oder ist alles im Rahmen?,"['ÜBERTREIBEN1', 'NORMAL1*', 'FERTIG1A*']","['übertreib', 'normal']"
1205951,29,"Dann laufe ich in den Keller, um die Schuhe auszusuchen.","['SCHUH1A', '||GEHEN2A*', 'SCHUH1A', '||IRGENDWO1^']","['schuhe', 'keller', 'schuh']"
1205951,30,Die müssen ja farblich zur Kleidung passen.,"['||PASSEN1', '||FARBE1A', 'KLEIDUNG5B', '||SUCHEN-TASTEND1*']","['passt', 'farbe']"
1205951,31,"Wenn ich welche gefunden habe, ziehe ich sie an.","['||DER-DIE-DAS1', 'ICH2', 'ANZIEHEN-SCHUH2', '||FERTIG1B*']","['das', 'fertig']"
1205951,32,"Ach ja, dann brauche ich noch eine Handtasche, die liegen neben dem Schuhregal.","['EINFALLEN1', 'HANDTASCHE2', '||ICH2', '||HIN2', 'WO1A', 'HANDTASCHE2', '||$INDEX1']","['[MG]', 'handtasche', 'suchen', 'handtasche']"
1205951,33,Da suche ich auch eine passende aus.,"['||PASSEN2*', '||DER-DIE-DAS1']","['passt', '[MG]']"
1205951,34,"Da kommen dann Geldbeutel, Brille, Sch/ Lippenstift und Handy rein.","['DANN1A*', 'GELD1A*', 'PACKEN2*', 'BRILLE1B*', 'PACKEN2*', '$GEST-ÜBERLEGEN1^', 'SCHMINKEN2*', 'LIPPENSTIFT1*', 'PACKEN2*', '$GEST-KEINE-AHNUNG1^*', 'HANDY1*', 'PACKEN2*', '$GEST-ÜBERLEGEN1^', 'WERFEN1^*', 'FERTIG4*']","['geldbeutel', 'brille', 'lippenstift', 'handy']"
1205951,35,"Schwerbehindertenausweis, Führerschein und Schlüssel brauche ich natürlich auch noch, also packe ich das auch ein.","['BEHINDERUNG2*', 'SCHWER3*', 'AUSWEIS2A', 'WERFEN1^*', 'FÜHRERSCHEIN1', 'PACKEN2*', '$GEST^', 'SCHLÜSSEL-TÜR1', '||PACKEN2*', '$PROD*', 'FERTIG4*', 'GUT1*']","['schwerbehin{derten}ausweis', 'führerschein', 'schlüssel']"
1205951,36,"Wenn es warm ist, brauche ich natürlich keine Jacke.","['$GEST-OFF^*', 'JACKE1', '||WENN1A*', '||WARM2B', 'JACKE1*', 'BRAUCHEN-NICHT2']","['jacke', 'warm', 'jacke', 'brauch']"
1205951,37,"Wenn es kalt ist, laufe ich noch mal nach oben und hole meinen langen Mantel.","['||$INDEX1', '||KALT1*', '||ICH1', '||OBEN1*', 'MANTEL1', '$PROD*']","['[MG]', 'kalt', 'oben', 'mantel', 'lang']"
1205951,38,Im Erdgeschoss habe ich nur die normalen Jacken hängen.,"['||ICH2', 'ERDGESCHOSS1*', '$GEST-OFF^*', 'NORMAL1', '$PROD*']","['erdgeschoss', 'normal']"
1205951,39,Ich hole also den Mantel von oben und dann bin ich im Grunde fertig.,"['OBEN1', 'HOLEN1A*', 'MANTEL1', '||FERTIG1A', '||ALLE1A', '||FERTIG1B']","['hole', 'fertig']"
1205951,40,"Aber bevor ich losgehe, werfe ich noch mal einen Blick in den Spiegel, ob alles okay ist.","['||KOMMEN1*', '||GEHEN1A', 'VOR2', 'ZUERST1A', 'SPIEGEL1', 'GUT1*', 'GUT1*']","['komm', 'vor', 'zuerst', 'spiegel']"
1205951,41,"Wenn alles gut ist, verschwinde ich aus der Tür und bin weg.","['GUT1', 'TÜR-AUF1*', '||WEGGEHEN1*']",[]
1206010,0,Ich habe so gut wie keine Erinnerungen an Vereine.,"['$GEST^', 'ICH1', '$GEST^', 'GUT1^', 'ERINNERUNG3B', 'ICH1', '$GEST-NM-KOPFSCHÜTTELN1^', 'WO1A*', 'VEREIN2A', 'EINTRETEN1A*', '$GEST-ICH-WEISS-NICHT1^']","['also', 'ich', 'ka{nn}', 'mich', 'nicht gut erinnern', 'nicht', 'wo', 'verein']"
1206010,1,"Als ich jung war, habe ich gerade davon erfahren, wie das Gehörlosenzentrum in Friedberg gebaut wurde.","['FRÜHER2*', 'JUNG2', 'ACHTUNG1A^', 'HÖREN1*', '$ALPHA1:F', 'TAUB-GEHÖRLOS1A*', 'ZENTRUM1A*', 'AUFBAU1']","['früher', 'jung', 'ich', 'haben gehört', 'friedberg', 'gehörlos{en}zentrum', 'bauen']"
1206010,2,"Dort war ich dann auch, aber es war für mich komisch.","['ICH1', 'BESUCHEN1B*', '$GEST^*', 'SCHON1A*', '$GEST^', 'GEFÜHL3']","['dann', '[MG]', 'schon', '[MG]']"
1206010,3,"Ich war in Begleitung meiner Mama, die nach dem Neubau beim Putzen half.","['FRÜHER1*', '$ORAL^', 'BEGLEITEN1A*', '$GEST^*', '$ORAL^', 'HELFEN1*', 'PUTZEN5*', 'WISSEN2B', 'AUFBAU1']","['früher', 'mit', 'mama', 'durch mama', 'hat geholfen', 'putzen', 'wissen', 'bauen']"
1206010,4,Ich habe mich im Gehörlosenzentrum umgeschaut und nach Kontakten gesucht.,"['BASTELN1B^', 'KONTAKT3', 'ICH1', 'SEHEN9B^', 'SCHON1A*']","['[MG]', 'und']"
1206010,5,"Ich meldete mich irgendwann beim Tennis an, worüber ich sehr froh war.","['DANN1C', 'ICH1', 'MEHR1^', 'AUCH1A*', 'TENNIS1*', 'DAZU1^*', 'FROH1', 'ICH1*']","['dann', 'habe', 'auch', 'tennis', 'angemeldet', 'froh']"
1206010,6,Ich spielte oft mit meinem Vater.,"['WARTEN1A^*', 'TENNIS1']","['vater', 'tennis']"
1206010,7,"Später war es dann so, dass einige Gehörlose die Plätze immer am Wochenende blockierten.","['SPÄTER7*', 'DANN1C', 'TYPISCH1*', 'AUFZÄHLEN1C*', 'TAUB-GEHÖRLOS1A*', 'AUF-PERSON1', 'HAUEN1^', 'RESERVIEREN1', 'WEICH1B^*', 'MONAT1^']","['später', 'typisch', 'gehörlos', 'immer', '[MG]', 'wochenende']"
1206010,8,"Von Montag bis Freitag ging es ja bei mir nicht, weil ich in der Realschule war.","['ICH1', 'WEIL1', 'MONAT1^', 'BIS1', 'FREITAG4*', 'DA1*', 'ICH1*', '$INDEX1', 'ICH1']","['ich', 'weil', 'montag', 'bis', 'frei{tag}', 'bin nicht da', 'ich', 'realschule']"
1206010,9,So hörte ich irgendwann mit dem Tennis auf.,"['NEIN3B^*', 'KÜNDIGUNG2B^*', 'ICH1', 'SCHNAUZE-VOLL2']",['[MG]']
1206010,10,Dann war eine Zeit lang nichts.,"['ABLAUF1^', 'SEHEN9B^*']","['[MG]', '[MG]']"
1206010,11,Aber ich hatte Kontakt zu einigen Gehörlosen.,"['ABER1', 'TAUB-GEHÖRLOS1A*', '$INDEX1*', 'KONTAKT3*']","['aber', 'gehörlos', 'noch', 'kontakt']"
1206010,12,Später in München/,"['SPÄTER7', 'MÜNCHEN1B*', '$INDEX1']","['später', 'münchen']"
1206010,13,Irgendwann hatte ich durch meinen Ex-Mann Kontakt zu dem Motorsportklub „Weiß-Blau München“.,"['$GEST-OFF^', 'DURCH2A*', 'EX2', 'EHEMANN1', '$INDEX1', 'MANCHMAL2*', 'SAGEN1', 'WEISS1A*', 'BLAU3', 'SPORT1^', '$INDEX1']","['durch', 'exmann', 'man{chmal}', 'sagt man', 'weiß', 'blau', 'motorsport']"
1206010,14,"Wir schauten uns dort um, unterhielten uns mit Menschen.","['$GEST^*', 'GEBÄRDEN1A', '$GEST^']","['[MG]', '[MG]']"
1206010,15,Das war auch eine schöne Zeit.,"['SCHÖN3*', 'ZEIT1']","['war schön', 'zeit']"
1206010,16,Wir haben gemeinsam viele Ausflüge gemacht.,"['DARF2A^', 'GRUPPE1A^*', 'DORTHIN-GEHEN2', '$GEST-OFF^']","['dann', 'ausflug']"
1206010,17,"Wir waren auch bei auswärtigen Sportveranstaltungen, das war eine schöne Zeit.","['SPORT1', '$INDEX1*', 'GUT1', 'ZEIT1']","['gut', 'zeit']"
1206010,18,So ging das eine Weile und später haben wir das dann nicht mehr gemacht.,"['SPÄTER7', '$GEST^', 'AB8*']","['später', 'ab']"
1206010,19,Danach wurde ich Mitglied im Gehörlosenverein in Kaufbeuren.,"['DANN1C*', 'WECHSELN3A', '$INDEX1', 'KREIS1A^*', 'TAUB-GEHÖRLOS1A*', 'VEREIN2A*', '$INDEX1', 'ICH1', 'EINTRETEN1A']","['dann', 'um', 'kaufbeuren', 'auch', 'gehörlos', 'verein']"
1206010,20,Dort wurde ich als Schriftführerin gewählt.,"['ICH1', 'SCHREIBEN1C^', '$GEST-OFF^', 'ICH1^*', '$GEST-OFF^', 'SCHREIBEN1C^', '$GEST-OFF^']","['schriftstellerin', 'gewählt', 'schriftführerin']"
1206010,21,Danach war lange Zeit nichts.,"['SPÄTER7', '$GEST-OFF^', 'ABLAUF1^*', 'AUFLÖSUNG1C^']","['[MG]', 'geht', '[MG]']"
1206010,22,Später gab ich dann für die Schule den Posten als Schriftführerin auf.,"['SPÄTER7', 'SCHREIBEN1F', 'ENTFERNEN1A*', 'SCHULE1A', 'WEG-ENTFERNEN1A']","['später', 'weg', 'schule', 'weg']"
1206010,23,"Irgendwann wurde ich zweite Vorsitzende in #Name1, weil eine Person wegen ihres schlechten Rufes ihren Posten abgab.","['SPÄTER7', 'STILL3', '$INDEX1', 'ICH1', '$NUM-ORD1:2', 'CHEF1B', 'ICH1', '$NUM-ORD1:2d', 'CHEF1B', 'ICH1^', 'SO1^*', 'ENDE1^', 'PERSON1', 'SCHLECHT1*', 'SPRECHEN1A^*', 'AB8*', 'ICH1']","['still', 'da', '#name1', 'ich war', 'zweite', 'vorstand', 'zweite', 'vorstand', 'gewählt', 'und', 'eine', 'andere person', 'schlecht', 'ruf', 'ab']"
1206010,24,Deshalb wurde ich es und die andere Person hat den Posten abgegeben.,"['$ORAL^', 'AB8*', 'NEIN3B^*', '$GEST-OFF^']","['darum', 'ab']"
1206010,25,Ich bin bis heute aber noch fleißig – ich besuche kulturelle Veranstaltungen.,"['BIS-JETZT1', '$GEST^', 'FLEISSIG1', 'JA1A', 'KULTUR1B*', 'BESUCHEN1B*', '$GEST-OFF^']","['bis jetzt', 'so', 'fleißig', 'ja', 'kultur']"
1206010,26,"Und es gibt noch andere Dinge. So geht es immer noch weiter, ja.","['$NUM-ORD1:2d', '$GEST-OFF^', 'ABLAUF2^', 'JA1A']","['[MG]', '[MG]', '[MG]', 'ja']"
1206010,27,"Da fällt mir eines ein, was toll war in Augsburg.","['$GEST^', 'ICH1', 'EINFALLEN1', '$INDEX1', 'UND2A*', '$NUM-ORD1:1d', 'TOLL1A', 'SACHE1', '$INDEX1', 'AUGSBURG2*', 'IN1', '$INDEX1']","['und', 'eins', 'toll', 'sache', 'augsburg']"
1206010,28,"Als damals das Gehörlosenzentrum in Augsburg gegründet wurde, übernahm ja der Lehrer Roßkopf die Leitung des Zentrums.","['TAUB-GEHÖRLOS1A', 'ZENTRUM1A', 'ÖFFNEN3^*', '$INDEX1', 'ÜBERNEHMEN1', 'ORGANISIEREN2A', 'BEISPIEL1^*', 'LEHRER1', 'AUF-PERSON1', 'LEHRER1^', '$INDEX1']","['gehörlos', 'zentrum', '[MG]', 'lehrer', 'roßkopf', 'roßkopf']"
1206010,29,"Toll war, dass er die ganzen Eltern kontaktierte und somit auch Spenden sammelte.","['$INDEX1', 'LEHRER1^', '$INDEX1', 'TOLL1A', 'AUF-PERSON1', 'WAS1B', 'ELTERN1A', 'PERSON1*', 'KONTAKT2A*', '$GEST-KOMM-HER-HER-DAMIT1B^*', 'SPENDEN1*', 'DESHALB1*']","['[MG]', 'roßkopf', 'toll', 'was', 'eltern', 'kontakt', '[MG]', 'spende']"
1206010,30,"Vielen gehörlosen Kindern war damals auch nicht bewusst, dass es einen Gehörlosenverein gibt.","['$INDEX1*', 'OFT3', 'KENNEN1B*', 'KIND2', '$INDEX1', 'DA1', 'VEREIN2B*']","['oft', '[MG]', 'kinder', 'da', 'verein']"
1206010,31,"So hatten die Kinder einen Ort, an dem sie Kontakt zu anderen Gehörlosen knüpfen konnten.","['ANFÜHRUNGSZEICHEN1*', 'WIE3A*', 'WIE6', '$GEST-OFF^', 'ORT3', 'FÜR1', 'TAUB-GEHÖRLOS1A', 'KANN1', 'ZIEL2^', 'KONTAKT2A*']","['wie', 'ort', 'für', 'kann', 'kontakt']"
1206010,32,"Das war toll, dass der Lehrer das initiierte.","['EIN1A', 'LEHRER1', 'PERSON1', 'TOLL1A', '$GEST-OFF^', '$PROD*', 'DESHALB1', '$INDEX1']","['ein', 'lehrer', 'toll', 'deshalb']"
1206010,33,So kamen deine Eltern mit dir dorthin.,"['BESCHEID1A*', 'DEIN1', '||KOMMEN-AUFFORDERN1']",[]
1206010,34,Meine Eltern kamen auch.,"['$INDEX1', 'AUF-PERSON1*', 'MEIN1', 'ELTERN7', '||LASSEN1^*']","['auf', 'eltern', 'auch']"
1206010,35,Und so war das bei vielen.,"['HERKOMMEN1*', 'MASSE-PERSON-AKTIV1', 'KONTAKT2A']",['{kon}takt']
1206010,36,Das war toll.,"['TOLL1A', '$GEST-OFF^']",['toll']
1206010,37,Und was ist jetzt?,"['JETZT2*', 'MOMENT1', 'WAS1B']","['jetzt', 'moment', 'was']"
1206010,38,Deshalb kamen vergleichsweise viele ins Gehörlosenzentrum.,"['$INDEX1', 'VERGLEICH1C', 'DESHALB1', 'KOMMEN1', 'KOMMEN2*']","['vergleich', 'deshalb']"
1206010,39,Früher waren viele Mitglieder im Verein.,"['FRÜHER1', 'MITGLIED2', 'GROSS3B']","['früher', 'mitglied', '[MG]']"
1206010,40,Heute nehmen die Mitgliederzahlen ab.,"['JETZT2*', 'VERRINGERN1B*']",['jetzt']
1206010,41,"Die Eltern haben kein Interesse daran und schicken ihre Kinder nicht hin, stimmt.","['ELTERN1B', 'KEIN7', 'INTERESSE1A', 'KIND2', 'SCHICKEN1', '$GEST-NM-KOPFNICKEN1^*', '$INDEX1', 'STIMMT1A']","['eltern', '[MG]', 'interesse', 'kind', 'stimmt']"
1206010,42,Das ist mir eben noch dazu eingefallen.,"['EINFALLEN1', 'ZUSAMMENHANG1A', '$GEST-NM-KOPFNICKEN1^*', 'STIMMT1A']",['stimmt']
1206010,43,Da muss man Herrn Roßkopf dankbar für sein.,"['MUSS1*', '$ALPHA1:M', 'PERSON1^', 'HUT-AB1', '$GEST-OFF^', '$GEST-NM-KOPFNICKEN1^*']","['muss man', 'von', 'rosskopf', 'hut ab']"
1206010,44,"Ja, er war unglaublich aktiv, echt super.","['JA3B', '$INDEX1', 'AKTIV2*', 'SEHR6', '$INDEX1']","['[MG]', '[MG]']"
1206010,45,"Das Problem war, dass er zwar Gehörlose dort anstellte, diese kommandierte er aber von oben herab.","['KLAR1A*', '$INDEX1', 'AKTIV2*', 'KLAR1A*', '$INDEX1', 'PROBLEM2A', '$INDEX1', 'WAS1B*', 'TAUB-GEHÖRLOS1A*', 'EINSTELLEN-ARBEIT1A', 'ARBEITEN1', 'BESTIMMEN2', '$INDEX1', 'BESTIMMEN1*']","['klar', '[MG]', 'klar', 'problem', 'was', 'arbeit', 'mitbestimmen']"
1206010,46,Da hat er die Gehörlosen schon sehr klein gemacht.,"['$INDEX1', 'SEIN-IHR1', 'SCHIMPFEN3A', 'SCHON1A*', 'BESETZT1A^', 'AUF-PERSON1', 'TAUB-GEHÖRLOS1A*', 'ÜBERTRUMPFEN1*', '$GEST-NM-KOPFNICKEN1^*']","['schon', 'auf']"
1206010,47,"Aber der Lehrer war schon ein toller, wie er die Eltern an das Gehörlosenzentrum gebunden hat.","['ABER1', 'TROTZDEM2A', '$INDEX1', 'TOLL1A', 'SACHE1*', '$INDEX1', 'HOLEN2*', 'ELTERN7', 'HOLEN2*']","['ja aber', 'trotzdem', 'toll', 'sachen', 'eltern']"
1206010,48,Da gab es dann Angebote für deren gehörlose Kinder.,"['DA1*', 'ANGEBOT1A', 'FÜR1', 'GEHÖREN1^', 'KIND2*', '$GEST-OFF^']","['da', 'angebot', 'für', 'ihr', 'kinder']"
1206010,49,So mussten sie nicht alleine ohne Kontakte bleiben.,"['NICHT3A', 'IN-DER-KLEMME-STECKEN1^', 'ALLEIN1B', 'KONTAKT2B', 'DA1*', 'MÖGLICH1']","['nicht', '[MG]', 'allein', 'kontakt', 'möglich']"
1206010,50,"Wirklich toller Lehrer, muss ich ehrlich sagen.","['TOLL1A', 'SACHE1*', 'AUCH1B', 'ICH1', 'EHRLICH2*', 'SAGEN4*', '$ORAL^']","['toll', 'sachen', 'auch', 'ehrlich', 'sagen', 'toll']"
1206010,51,Stimmt genau.,"['$GEST-NM-KOPFNICKEN1^', 'STIMMT1A', 'GENAU3*']","['stimmt', 'stimmt', 'genau']"
1206010,52,Das ist allgemein sehr verschieden und von der Situation abhängig.,"['$GEST-OFF^', 'ALLGEMEIN1B', 'VERSCHIEDEN3', 'SITUATION1', 'ABHÄNGIG3', '$GEST-OFF^']","['[MG]', 'allgemein', 'situation']"
1206010,53,Ich habe zum Beispiel auf der Straße sehr oft negative Erfahrungen gesammelt.,"['WANN1', '$ORAL^', 'STRASSE1', '$GEST-OFF^', 'OFT3', 'MEHR1*', 'NEGATIV1', 'ERFAHRUNG6C', '$INDEX1', 'ICH1', 'STRASSE1', 'RICHTUNG2', '$GEST-OFF^']","['auf der', 'straße', 'oft', 'mehr', 'negativ', 'erfahrung', 'straße']"
1206010,54,"Man begegnet jemandem, der mich nach dem Weg fragt.","['TREFFEN2B', '$GEST-OFF^', 'KOMMEN3*', 'FRAGE1*', '$GEST-OFF^', 'WEG2B', 'WO1A']","['fragen', 'weg', 'wo']"
1206010,55,"Ich sage dann: „Entschuldigung, ich verstehe sie nicht.“","['ICH1', '$GEST-AUFMERKSAMKEIT1^*', 'ENTSCHULDIGUNG1', '$GEST^', 'VERSTEHEN1*']","['[MG]', '[MG]', 'verstehen']"
1206010,56,Und der Hörende geht einfach weg und lässt mich links liegen.,"['FALSCH3^*', 'EGAL-SEIN1A^*', 'WEGGEHEN1']","['[MG]', '[MG]']"
1206010,57,Das ist schon deprimierend.,"['ICH1', 'SCHON1A', 'ICH1', 'BURNOUT1^*']","['schon', '[MG]']"
1206010,58,Ich hätte ihm auch gerne geholfen.,"['ICH1', 'KANN1', 'HELFEN1', '$GEST-OFF^']","['kann', 'auch helfen']"
1206010,59,Oder wenn man nach der Uhrzeit gefragt wird.,"['ODER5', 'AUCH1A', 'UHR1', 'FRAGE1*']","['auch', 'uhr', 'frage']"
1206010,60,Da habe ich auch schon negative Erfahrungen gesammelt.,"['ICH1', 'NEGATIV1', '$INDEX1', 'MEHR1']","['[MG]', 'negativ', 'mehr']"
1206010,61,Allerdings ist es heutzutage viel besser als früher.,"['$ORAL^', 'GEBEN2', 'HIER1*', 'ZEIT5A*', 'ZEITRAUM1A*', 'VIEL1B*', 'BESSER1*']","['aber', 'gibt', '[MG]', 'zeit', 'viel', 'besser']"
1206010,62,In meiner Kindheit habe ich durchweg schlechte Erfahrungen gesammelt.,"['FRÜHER1*', 'ICH1', 'AUFWACHSEN1A', 'NEGATIV1']","['früher', 'ich', '[MG]', '[MG]']"
1206010,63,Heutzutage sind die Leute etwas offener.,"['HEUTE1', 'AUF-OFFEN1*']","['[MG]', 'offen off{en} off{en} off{en}']"
1206010,64,"Was auch ganz typisch ist, wenn man gefragt wird und man dann sagt: „Entschudigung, bitte wiederholen sie.“","['$ORAL^', 'AUCH1A', 'TYPISCH1', '$ORAL^', 'BESCHEID1A^*', 'AUCH1A', 'FRAGE1', 'AUF-PERSON1', 'STOPP1^*', 'ENTSCHULDIGUNG1^', 'WIEDERHOLUNG1B', '$ORAL^']","['oder', 'auch', 'typisch', 'wenn', 'man', 'auch', 'jemand', 'fragt', 'moment', 'bitte', 'wiederholen sie', 'noch mal']"
1206010,65,Dann geben die Leute einfach auf.,['AUFGEBEN1'],['aufgeben']
1206010,66,Das nervt mich unglaublich.,"['SCHON1A', 'SCHWER1B^', '$GEST-OFF^']",['schon']
1206010,67,Die geben sich einfach keine Mühe.,"['NEIN3A^', 'MÜHE1', '$GEST-OFF^']","['gibt', 'keine', 'mühe']"
1206010,68,Aber ich will doch helfen.,"['ABER1', 'ICH1', '$ORAL^', 'HELFEN1', '$GEST-OFF^', 'HELFEN1', '$GEST-OFF^']","['aber', 'ich', 'will', 'auch', 'hel{fen}', 'aber']"
1206010,69,Aber sie geben sich keine Mühe.,"['GEBEN1*', 'MÜHE1', '$GEST-OFF^']","['gibt', 'keine', 'mühe']"
1206010,70,"„Wiederholen, bitte.“","['PROTEST1^', 'WIEDERHOLUNG1B', '$GEST-OFF^']","['muss', 'wiederholen', '[MG]']"
1206010,71,"Für die Hörenden ist es wohl eine Belastung, wenn sie es mit Gehörlosen zu tun haben.","['TREFFEN2B', 'BELASTUNG1', 'AUF9^', 'TAUB-GEHÖRLOS1A', 'PROBLEM2A', '$GEST-OFF^']","['treffen', 'belastung', 'für', 'gehörlose', 'problem']"
1206010,72,Aber ich will auch nicht alle Hörenden schlecht machen und so ein negatives Bild stehen lassen.,"['$GEST-OFF^', 'HÖREND1A*', 'PERSON1', 'ICH1', '$GEST-OFF^', '$ORAL^', 'WÜNSCHEN1B', 'AUCH1A', 'NICHT6', 'NEGATIV1', 'BILD4', 'VIERECK7^', 'SCHULE4^*', 'SO1A']","['hören', 'aber', 'wünschen', 'auch', 'nicht', '[MG]', 'bild', 'jede', 'schule']"
1206010,73,In der Schule habe ich auch mit Lehrern schlechte Erfahrungen gesammelt.,"['ICH1', 'MÖGEN-NICHT1^*', 'LEHRER1', 'PERSON1', 'FÜR1*', 'AUCH1A', 'NEGATIV1', 'ERFAHRUNG6C']","['lehrer', 'für', 'auch', 'nagativ', 'erfahrung']"
1206010,74,Sie haben uns bevormundet.,"['MUND1A^', '$GEST-OFF^']",['bevormundung']
1206010,75,Wir durften dies oder jenes nicht machen.,"['BESCHEID1A*', 'DU1*', 'DARF-NICHT3', 'MACHEN2*', 'AUFZÄHLEN1B*']","['[MG]', 'darf nicht', 'machen']"
